CNAE,UF,count_contratos,valor_total,valor_medio,n_orgaos,n_meis
7990200,PR,4,335000.0,83750.0,4,4
4399103,ES,1,620010.0,620010.0,1,1
4321500,76660000,1,420000.0,420000.0,1,1
4789004,RS,2,212708799.0,106354399.5,2,2
8593700,ES,2,40850.0,20425.0,1,1
7733100,RS,1,114000.0,114000.0,1,1
8592902,RS,13,4696706.0,361285.07692307694,12,13
5812301,AL,1,100000.0,100000.0,1,1
5611201,MT,1,456120.0,456120.0,1,1
4321500,RN,2,9864215.0,4932107.5,2,2
1094500,PR,3,1386422.0,462140.6666666667,3,3
8230001,CASA casa,1,36000.0,36000.0,1,1
4929901,RS,1,84000.0,84000.0,1,1
9329899,SC,6,8845352.0,1474225.3333333333,6,6
4781400,AREAL (AGUAS CLARAS),1,42000.0,42000.0,1,1
4789008,SP,6,356600.0,59433.333333333336,3,3
8130300,SC,5,1165255.0,233051.0,5,5
4762800,SP,1,27010.0,27010.0,1,1
4923001,PE,1,360000.0,360000.0,1,1
8592903,MS,1,2352555.0,2352555.0,1,1
9602501,PI,3,650000.0,216666.66666666666,1,1
1033302,SC,1,340000.0,340000.0,1,1
4321500,75810000,1,648053298.0,648053298.0,1,1
0121101,CE,1,805480.0,805480.0,1,1
5611205,PB,1,480000.0,480000.0,1,1
5811500,PE,1,116800.0,116800.0,1,1
4753900,GO,6,2894900.0,482483.3333333333,6,2
5620101,76230000,3,675000.0,225000.0,2,1
4772500,RS,2,100120.0,50060.0,2,2
9529102,75950000,1,12000.0,12000.0,1,1
5912099,AL,4,636466.0,159116.5,4,2
5912099,MT,1,750015.0,750015.0,1,1
4789003,SC,2,33060.0,16530.0,2,2
9602501,RJ,1,359976.0,359976.0,1,1
7420001,88308600,1,496032.0,496032.0,1,1
4789099,PE,1,232580.0,232580.0,1,1
8219999,AL,1,40000.0,40000.0,1,1
9602501,SE,1,100000.0,100000.0,1,1
4543900,SP,2,6600.0,3300.0,1,1
3299099,88317200,1,40000.0,40000.0,1,1
3212400,MS,2,60000.0,30000.0,1,1
5612100,SETOR DERGO,1,121000.0,121000.0,1,1
8599604,40280902,1,640000.0,640000.0,1,1
9511800,76200019,15,254600.0,16973.333333333332,6,1
9512600,75466438,2,436498.0,218249.0,1,1
4772500,75795000,1,30550.0,30550.0,1,1
8592999,PB,1,252100.0,252100.0,1,1
3101200,PE,2,407260.0,203630.0,2,2
4330499,BA,1,5817275.0,5817275.0,1,1
4520007,GO,1,7700.0,7700.0,1,1
4924800,PE,4,59160609.0,14790152.25,2,4
4330404,CENTRO,1,3160753.0,3160753.0,1,1
3314711,MG,1,0.0,0.0,1,1
8299703,MG,1,56750.0,56750.0,1,1
9001902,75180000,1,302500.0,302500.0,1,1
9700500,CE,1,120000.0,120000.0,1,1
4755503,PB,1,30870.0,30870.0,1,1
4789007,CE,1,12000.0,12000.0,1,1
8599605,RN,1,150000.0,150000.0,1,1
4399103,PB,1,330000.0,330000.0,1,1
9001902,ES,134,17488497.0,130511.17164179105,32,66
5223100,SP,2,472000.0,236000.0,2,2
4763601,RS,4,480400.0,120100.0,3,4
4744099,SP,5,166440.0,33288.0,4,4
9700500,MS,1,195000.0,195000.0,1,1
9521500,MG,6,346200.0,57700.0,2,2
9001902,BA,66,18017658.0,272994.8181818182,41,46
4751201,RS,6,557200.0,92866.66666666667,4,4
4520005,ES,9,7736156.0,859572.8888888889,8,6
4712100,SP,16,1050116.0,65632.25,4,4
9602502,GO,1,289560.0,289560.0,1,1
1412602,RS,17,1532232.0,90131.29411764706,8,10
1412602,GO,4,276105.0,69026.25,4,3
4729699,ES,1,156000.0,156000.0,1,1
9512600,PR,2,1560755.0,780377.5,2,2
4930201,MG,47,190325170.0,4049471.7021276597,17,18
4743100,SP,8,491136.0,61392.0,7,7
3299099,PR,9,210150.0,23350.0,1,1
8129000,PR,3,1413600.0,471200.0,3,3
1359600,PR,2,553500.0,276750.0,2,2
4520005,PB,6,2602416.0,433736.0,5,5
4751201,GO,52,12499621.0,240377.32692307694,22,11
8230001,SC,18,7300920.0,405606.6666666667,16,17
9601701,BA,4,296485.0,74121.25,2,3
3321000,GO,6,1441100.0,240183.33333333334,4,2
4541206,MG,2,4146255.0,2073127.5,2,2
7729202,MG,6,1977710.0,329618.3333333333,4,3
4756300,SP,4,635000.0,158750.0,3,3
1813099,MS,1,3480.0,3480.0,1,1
3314707,PR,3,422500.0,140833.33333333334,2,2
4755502,PR,1,230000.0,230000.0,1,1
4520005,BA,18,22682958.0,1260164.3333333333,13,14
7319002,MG,14,551400.0,39385.71428571428,8,7
7420001,MG,11,2570890.0,233717.27272727274,10,8
4713002,SC,1,37100.0,37100.0,1,1
4520001,BA,15,3947826555.0,263188437.0,12,14
9529199,RO,1,325000.0,325000.0,1,1
1091102,TO,1,390000.0,390000.0,1,1
3299003,RS,2,54500.0,27250.0,2,2
9602502,RS,13,629450.0,48419.230769230766,8,8
9001902,PB,12,2803527.0,233627.25,8,9
4763602,SP,2,548450.0,274225.0,2,2
4781400,RS,8,921388.0,115173.5,8,8
4781400,GO,6,683140.0,113856.66666666667,6,5
7739003,TO,2,417000.0,208500.0,2,1
4520001,PB,2,1296120.0,648060.0,2,2
4755502,RJ,2,27440.0,13720.0,2,1
8599604,BA,1,600000.0,600000.0,1,1
4322302,RO,5,1433192.0,286638.4,5,4
8599604,PB,3,698520.0,232840.0,3,3
5611203,TO,1,0.0,0.0,1,1
8712300,PR,3,3080809.0,1026936.3333333334,3,3
8599699,DF,1,0.0,0.0,1,1
4322302,CE,3,2675276.0,891758.6666666666,3,3
8219999,TO,2,1134000.0,567000.0,2,2
3299003,GO,4,721300.0,180325.0,3,3
5320202,PR,1,465360.0,465360.0,1,1
3832700,MG,1,50000.0,50000.0,1,1
1749400,PE,1,35000.0,35000.0,1,1
3321000,RS,5,175400.0,35080.0,3,3
5620104,SC,2,666150.0,333075.0,2,2
7420001,MA,1,105000.0,105000.0,1,1
9609299,SP,9,64187842.0,7131982.444444444,7,9
9512600,RJ,4,167200.0,41800.0,4,2
7911200,CE,5,487500.0,97500.0,1,1
4924800,37730000,1,8579216.0,8579216.0,1,1
9511800,TO,3,360959.0,120319.66666666667,3,2
3314710,BA,2,1404469.0,702234.5,1,1
4754703,CE,1,200000.0,200000.0,1,1
8592903,CE,1,200000.0,200000.0,1,1
9700500,75620000,1,300000.0,300000.0,1,1
3299002,MS,2,589115.0,294557.5,2,1
4520002,73760000,4,93500.0,23375.0,1,1
5912099,TO,1,385000.0,385000.0,1,1
4399199,PR,3,20824773.0,6941591.0,2,2
9512600,RN,1,193500.0,193500.0,1,1
4520005,76440000,19,192608.0,10137.263157894737,1,1
3314707,PI,1,436440.0,436440.0,1,1
1093701,GO,4,1320465.0,330116.25,3,3
5320202,RN,1,600000.0,600000.0,1,1
9529103,SP,2,238200.0,119100.0,2,2
9001902,52041640,2,115400.0,57700.0,2,1
5620101,MG,1,512200.0,512200.0,1,1
8219901,BA,1,2157353.0,2157353.0,1,1
4321500,75480000,3,61820.0,20606.666666666668,1,1
1412603,RJ,1,180000.0,180000.0,1,1
1063500,SC,1,57400.0,57400.0,1,1
5813100,SP,7,4057250.0,579607.1428571428,2,2
8230001,75200000,1,7799948.0,7799948.0,1,1
3313901,RS,1,0.0,0.0,1,1
3313901,GO,1,5500.0,5500.0,1,1
9001902,COND,1,35000.0,35000.0,1,1
4752100,PR,1,1.0,1.0,1,1
1813001,MS,1,192350.0,192350.0,1,1
4530705,RS,2,3561023.0,1780511.5,2,2
4923002,PE,1,300000.0,300000.0,1,1
4729699,PB,1,42250.0,42250.0,1,1
4761003,PE,1,3184812.0,3184812.0,1,1
3299099,89820000,1,345000.0,345000.0,1,1
4789001,MS,1,220000.0,220000.0,1,1
8599604,ES,1,35000.0,35000.0,1,1
4755502,RN,1,152000.0,152000.0,1,1
4330403,BA,1,645500.0,645500.0,1,1
4530703,SC,1,35165000.0,35165000.0,1,1
4729699,BA,1,360000.0,360000.0,1,1
8599699,03182020,1,65000.0,65000.0,1,1
4924800,76355000,1,1008000.0,1008000.0,1,1
8599699,GO,5,732000.0,146400.0,4,5
4742300,SC,5,4457677.0,891535.4,5,4
9001906,RS,35,3278800.0,93680.0,24,22
2330399,SP,1,11800.0,11800.0,1,1
5620104,PR,7,6185654.0,883664.8571428572,6,7
4724500,SP,28,3492243.0,124722.96428571429,4,2
8230001,PR,61,18043823.0,295800.37704918033,25,35
3314711,RS,2,91300.0,45650.0,2,2
8592903,SP,75,27508501.0,366780.0133333333,39,60
4751202,RS,2,11700.0,5850.0,1,1
4322302,SP,45,13385300.0,297451.1111111111,25,24
9001902,PE,46,5679000.0,123456.52173913043,22,27
4322303,SP,6,511510.0,85251.66666666667,3,3
4754703,SP,5,173000.0,34600.0,1,1
7420004,ES,1,448000.0,448000.0,1,1
1813099,TO,1,161200.0,161200.0,1,1
4520006,RS,42,17989213.0,428314.59523809527,10,11
4789005,RJ,5,45996958.0,9199391.6,2,2
4520002,SP,8,450440.0,56305.0,6,6
8230001,RJ,26,4167134.0,160274.38461538462,23,19
4712100,CE,19,11052366.0,581703.4736842106,3,5
9001906,GO,17,8889211.0,522894.76470588235,9,6
4757100,MG,3,23800.0,7933.333333333333,1,1
3299099,SC,4,9529650.0,2382412.5,4,4
8230001,RN,13,2535000.0,195000.0,12,9
4520006,GO,73,4458918.0,61081.068493150684,11,5
7911200,SP,22,3895306.0,177059.36363636365,7,8
3101200,PA,3,188180.0,62726.666666666664,1,1
7420004,BA,7,2963392.0,423341.71428571426,7,7
5229002,GO,1,303000.0,303000.0,1,1
4520003,BA,3,1101695.0,367231.6666666667,3,3
7420004,74030071,1,95000.0,95000.0,1,1
9001902,88301303,1,80000.0,80000.0,1,1
4761003,PB,2,5742236.0,2871118.0,2,2
4322302,AL,5,727000.0,145400.0,2,2
4721102,75820000,3,41065.0,13688.333333333334,1,1
9529105,MG,4,937360.0,234340.0,4,4
4759801,PR,3,265063.0,88354.33333333333,2,3
5812302,ES,1,2514432.0,2514432.0,1,1
5620102,SP,5,1432018.0,286403.6,5,5
8599699,RS,23,10771046.0,468306.347826087,18,21
2539001,MG,3,448645.0,149548.33333333334,3,3
5912099,73970000,2,720000.0,360000.0,1,1
4330404,PA,1,579840.0,579840.0,1,1
7420004,PB,1,612000.0,612000.0,1,1
4929901,MG,6,200627770.0,33437961.666666668,6,6
4530703,RJ,3,2004800.0,668266.6666666666,3,2
4530703,RN,1,2297515.0,2297515.0,1,1
8230001,SE,9,2513951.0,279327.8888888889,3,4
3314711,GO,6,93460.0,15576.666666666666,2,2
1091101,PB,3,2616050.0,872016.6666666666,3,3
7319002,82620300,3,89100.0,29700.0,1,1
4322301,PR,1,36300.0,36300.0,1,1
4753900,MA,3,1834919.0,611639.6666666666,3,2
9609299,CE,4,1194800.0,298700.0,3,3
5812302,BA,1,555000.0,555000.0,1,1
3220500,SP,3,63000.0,21000.0,2,2
4929902,MG,1,16216068.0,16216068.0,1,1
1359600,SC,8,3076192.0,384524.0,3,7
4923002,BA,4,10870696.0,2717674.0,2,2
4761001,MG,2,162699.0,81349.5,1,1
5811500,80045165,1,64800.0,64800.0,1,1
1091101,ES,1,50000.0,50000.0,1,1
4772500,MG,1,297000.0,297000.0,1,1
4399105,75635000,3,187000.0,62333.333333333336,1,1
4330402,SP,4,216248.0,54062.0,2,2
3311200,PB,2,350000.0,175000.0,2,1
5590699,PR,1,396900.0,396900.0,1,1
0161003,BA,3,2498500.0,832833.3333333334,2,1
4763602,CE,6,2662404.0,443734.0,1,1
1099604,SP,8,19135.0,2391.875,1,1
4520007,MG,1,525000.0,525000.0,1,1
4322302,MT,2,633900.0,316950.0,2,2
4789004,MG,4,16077593.0,4019398.25,4,1
8219999,AM,1,360000.0,360000.0,1,1
5223100,RO,1,62400.0,62400.0,1,1
7721700,AM,1,125000.0,125000.0,1,1
3212400,SP,1,72000.0,72000.0,1,1
8219901,CENTRO,1,46100.0,46100.0,1,1
0161003,PB,1,184800.0,184800.0,1,1
4752100,SC,1,6000.0,6000.0,1,1
4751202,GO,2,403000.0,201500.0,1,1
3314707,SC,1,25200.0,25200.0,1,1
5620102,MT,1,35000.0,35000.0,1,1
8219999,75398000,2,89910.0,44955.0,2,1
9511800,MS,1,252000.0,252000.0,1,1
5812301,AM,1,840000.0,840000.0,1,1
4923001,PA,1,256500.0,256500.0,1,1
9529199,SP,3,179500.0,59833.333333333336,3,3
4520006,85415000,1,4058986.0,4058986.0,1,1
4721102,BA,5,9310006.0,1862001.2,3,3
8230001,PI,1,599000.0,599000.0,1,1
4721102,PB,2,597000.0,298500.0,2,2
9529102,76195000,4,1205700.0,301425.0,4,1
8592902,MG,2,5957.0,2978.5,2,2
4763602,RO,4,974836.0,243709.0,2,1
4712100,75930000,1,570000.0,570000.0,1,1
0161002,SC,1,1094250.0,1094250.0,1,1
8599604,PE,1,70000.0,70000.0,1,1
4520005,PE,1,86400.0,86400.0,1,1
5819100,65066190,1,350000.0,350000.0,1,1
2542000,MS,1,55000.0,55000.0,1,1
8011102,RJ,1,29400.0,29400.0,1,1
7739003,76380732,1,150000.0,150000.0,1,1
4520001,PE,2,3296600.0,1648300.0,1,1
1822901,ES,2,1667214.0,833607.0,1,1
9001902,40275180,1,120000.0,120000.0,1,1
6190699,RN,1,264000.0,264000.0,1,1
1340599,RS,1,4950.0,4950.0,1,1
9529104,BA,1,188640.0,188640.0,1,1
4753900,MG,1,1100.0,1100.0,1,1
1749400,BA,1,324000.0,324000.0,1,1
